city,timestamp,temperature,humidity,wind_speed
Islamabad,2026-08-09 15:00:00+00:00,29.4,79,0.55
Islamabad,2026-08-09 16:00:00+00:00,28.9,81,0.68
Islamabad,2026-08-09 17:00:00+00:00,28.2,84,0.41
Islamabad,2026-08-09 18:00:00+00:00,28.2,84,1.45
Islamabad,2026-08-09 19:00:00+00:00,27.3,88,1.91
Islamabad,2026-08-09 20:00:00+00:00,27.1,88,1.6
Islamabad,2026-08-09 21:00:00+00:00,26.8,89,1.96
Islamabad,2026-08-09 22:00:00+00:00,26.4,89,1.87
Islamabad,2026-08-09 23:00:00+00:00,26.3,89,2.15
Islamabad,2026-08-10 00:00:00+00:00,25.9,89,2.69
Islamabad,2026-08-10 01:00:00+00:00,25.3,89,2.16
Islamabad,2026-08-10 02:00:00+00:00,25.9,86,1.81
Islamabad,2026-08-10 03:00:00+00:00,27.7,78,0.89
Islamabad,2026-08-10 04:00:00+00:00,29.5,71,0.64
Islamabad,2026-08-10 05:00:00+00:00,31.1,65,1.26
Islamabad,2026-08-10 06:00:00+00:00,32.1,61,1.85
Islamabad,2026-08-10 07:00:00+00:00,33.1,56,1.96
Islamabad,2026-08-10 08:00:00+00:00,33.8,53,1.98
Islamabad,2026-08-10 09:00:00+00:00,34.1,52,1.88
Islamabad,2026-08-10 10:00:00+00:00,34.5,50,1.66
Islamabad,2026-08-10 11:00:00+00:00,34.3,51,1.49
Islamabad,2026-08-10 12:00:00+00:00,34.3,50,2.19
Islamabad,2026-08-10 13:00:00+00:00,33.3,54,1.61
Islamabad,2026-08-10 14:00:00+00:00,31.6,66,1.25
Islamabad,2026-08-10 15:00:00+00:00,30.6,72,2.39
Islamabad,2026-08-10 16:00:00+00:00,29.3,75,2.07
Islamabad,2026-08-10 17:00:00+00:00,28.5,79,2.66
Islamabad,2026-08-10 18:00:00+00:00,29.1,80,2.69
Islamabad,2026-08-10 19:00:00+00:00,28.6,81,2.22
Islamabad,2026-08-10 20:00:00+00:00,28.2,82,1.97
Islamabad,2026-08-10 21:00:00+00:00,26.7,86,1.66
Islamabad,2026-08-10 22:00:00+00:00,23.9,97,0.81
Islamabad,2026-08-10 23:00:00+00:00,24.9,93,2.24
Islamabad,2026-08-11 00:00:00+00:00,25.4,85,2.63
Islamabad,2026-08-11 01:00:00+00:00,25.9,84,1.81
Islamabad,2026-08-11 02:00:00+00:00,27.2,81,1.05
Islamabad,2026-08-11 03:00:00+00:00,28.4,76,2.03
Islamabad,2026-08-11 04:00:00+00:00,29.6,73,2.28
Islamabad,2026-08-11 05:00:00+00:00,30.9,69,0.39
Islamabad,2026-08-11 06:00:00+00:00,32.0,66,1.82
Islamabad,2026-08-11 07:00:00+00:00,32.6,64,1.53
Islamabad,2026-08-11 08:00:00+00:00,33.4,58,0.75
Islamabad,2026-08-11 09:00:00+00:00,33.1,59,0.97
Islamabad,2026-08-11 10:00:00+00:00,32.6,62,1.53
Islamabad,2026-08-11 11:00:00+00:00,32.2,67,1.56
Islamabad,2026-08-11 12:00:00+00:00,33.0,60,1.5
Islamabad,2026-08-11 13:00:00+00:00,30.8,74,2.4
Islamabad,2026-08-11 14:00:00+00:00,29.7,80,3.15
Islamabad,2026-08-11 15:00:00+00:00,27.1,89,2.64
Islamabad,2026-08-11 16:00:00+00:00,26.5,95,3.29
Islamabad,2026-08-11 17:00:00+00:00,25.9,96,2.6
Islamabad,2026-08-11 18:00:00+00:00,26.8,94,3.26
Islamabad,2026-08-11 19:00:00+00:00,26.1,89,1.7
Islamabad,2026-08-11 20:00:00+00:00,25.0,97,2.51
Islamabad,2026-08-11 21:00:00+00:00,25.2,96,3.39
Islamabad,2026-08-11 22:00:00+00:00,24.2,98,1.15
Islamabad,2026-08-11 23:00:00+00:00,23.9,95,1.85
Islamabad,2026-08-12 00:00:00+00:00,25.0,96,1.92
Islamabad,2026-08-12 01:00:00+00:00,24.9,96,2.64
Islamabad,2026-08-12 02:00:00+00:00,25.0,96,0.85
Islamabad,2026-08-12 03:00:00+00:00,24.8,96,2.36
Islamabad,2026-08-12 04:00:00+00:00,26.3,86,1.41
Islamabad,2026-08-12 05:00:00+00:00,28.3,77,0.61
Islamabad,2026-08-12 06:00:00+00:00,29.2,72,0.38
Islamabad,2026-08-12 07:00:00+00:00,30.9,67,1.22
Islamabad,2026-08-12 08:00:00+00:00,31.9,63,2.47
Islamabad,2026-08-12 09:00:00+00:00,32.1,63,3.34
Islamabad,2026-08-12 10:00:00+00:00,32.0,63,3.6
Islamabad,2026-08-12 11:00:00+00:00,31.7,64,3.17
Islamabad,2026-08-12 12:00:00+00:00,31.8,63,2.18
Islamabad,2026-08-12 13:00:00+00:00,30.7,70,1.6
Islamabad,2026-08-12 14:00:00+00:00,29.3,77,1.5
Islamabad,2026-08-12 15:00:00+00:00,28.4,82,1.21
Islamabad,2026-08-12 16:00:00+00:00,27.6,87,0.86
Islamabad,2026-08-12 17:00:00+00:00,27.2,90,0.96
Islamabad,2026-08-12 18:00:00+00:00,27.7,88,0.99
Islamabad,2026-08-12 19:00:00+00:00,27.1,89,1.79
Islamabad,2026-08-12 20:00:00+00:00,27.0,87,1.76
Islamabad,2026-08-12 21:00:00+00:00,27.0,84,1.45
Islamabad,2026-08-12 22:00:00+00:00,26.9,82,1.3
Islamabad,2026-08-12 23:00:00+00:00,26.7,82,1.14
Islamabad,2026-08-13 00:00:00+00:00,27.1,85,1.2
Islamabad,2026-08-13 01:00:00+00:00,26.9,85,1.06
Islamabad,2026-08-13 02:00:00+00:00,27.8,83,0.59
Islamabad,2026-08-13 03:00:00+00:00,28.9,82,0.57
Islamabad,2026-08-13 04:00:00+00:00,30.4,76,0.9
Islamabad,2026-08-13 05:00:00+00:00,31.7,68,1.86
Islamabad,2026-08-13 06:00:00+00:00,32.8,62,2.28
Islamabad,2026-08-13 07:00:00+00:00,33.3,61,2.33
Islamabad,2026-08-13 08:00:00+00:00,33.7,60,1.92
Islamabad,2026-08-13 09:00:00+00:00,34.0,59,1.88
Islamabad,2026-08-13 10:00:00+00:00,34.3,56,1.76
Islamabad,2026-08-13 11:00:00+00:00,34.0,57,1.3
Islamabad,2026-08-13 12:00:00+00:00,34.2,57,0.56
Islamabad,2026-08-13 13:00:00+00:00,33.5,63,0.18
Islamabad,2026-08-13 14:00:00+00:00,31.8,74,0.25
Islamabad,2026-08-13 15:00:00+00:00,30.6,78,1.25
Islamabad,2026-08-13 16:00:00+00:00,29.5,82,1.31
Islamabad,2026-08-13 17:00:00+00:00,28.6,86,1.57
Islamabad,2026-08-13 18:00:00+00:00,29.2,86,1.77
Islamabad,2026-08-13 19:00:00+00:00,28.6,89,2.47
Islamabad,2026-08-13 20:00:00+00:00,27.5,93,2.42
Islamabad,2026-08-13 21:00:00+00:00,26.5,98,2.45
Islamabad,2026-08-13 22:00:00+00:00,25.6,99,3.36
Islamabad,2026-08-13 23:00:00+00:00,25.4,98,1.17
Islamabad,2026-08-14 00:00:00+00:00,26.4,94,0.76
Islamabad,2026-08-14 01:00:00+00:00,24.7,99,2.97
Islamabad,2026-08-14 02:00:00+00:00,25.3,96,2.08
Islamabad,2026-08-14 03:00:00+00:00,26.4,89,1.68
Islamabad,2026-08-14 04:00:00+00:00,25.7,91,2.5
Islamabad,2026-08-14 05:00:00+00:00,26.9,86,1.57
Islamabad,2026-08-14 06:00:00+00:00,28.1,76,1.75
Islamabad,2026-08-14 07:00:00+00:00,29.3,75,1.28
Islamabad,2026-08-14 08:00:00+00:00,30.6,72,0.76
Islamabad,2026-08-14 09:00:00+00:00,31.2,69,0.81
Islamabad,2026-08-14 10:00:00+00:00,31.5,69,0.99
Islamabad,2026-08-14 11:00:00+00:00,31.3,69,1.72
Islamabad,2026-08-14 12:00:00+00:00,29.3,84,2.66
Islamabad,2026-08-14 13:00:00+00:00,27.9,86,3.67
Islamabad,2026-08-14 14:00:00+00:00,26.8,90,1.94
Islamabad,2026-08-14 15:00:00+00:00,26.1,94,1.69
Islamabad,2026-08-14 16:00:00+00:00,25.1,94,1.81
Islamabad,2026-08-14 17:00:00+00:00,25.2,96,0.69
Islamabad,2026-08-14 18:00:00+00:00,25.8,96,1.55
Islamabad,2026-08-14 19:00:00+00:00,25.3,98,1.31
Islamabad,2026-08-14 20:00:00+00:00,25.2,97,0.9
Islamabad,2026-08-14 21:00:00+00:00,25.3,96,0.81
Islamabad,2026-08-14 22:00:00+00:00,24.4,100,1.77
Islamabad,2026-08-14 23:00:00+00:00,23.9,99,0.25
Islamabad,2026-08-15 00:00:00+00:00,24.4,98,1.35
Islamabad,2026-08-15 01:00:00+00:00,24.2,100,1.5
Islamabad,2026-08-15 02:00:00+00:00,24.8,95,1.86
Islamabad,2026-08-15 03:00:00+00:00,26.2,87,1.67
Islamabad,2026-08-15 04:00:00+00:00,27.7,78,1.76
Islamabad,2026-08-15 05:00:00+00:00,28.8,77,0.69
Islamabad,2026-08-15 06:00:00+00:00,30.2,69,0.9
Islamabad,2026-08-15 07:00:00+00:00,31.4,64,1.48
Islamabad,2026-08-15 08:00:00+00:00,32.1,61,2.02
Islamabad,2026-08-15 09:00:00+00:00,32.7,58,2.43
Islamabad,2026-08-15 10:00:00+00:00,32.6,59,2.1
Islamabad,2026-08-15 11:00:00+00:00,32.6,58,1.68
Islamabad,2026-08-15 12:00:00+00:00,32.1,61,2.04
Islamabad,2026-08-15 13:00:00+00:00,30.6,73,1.25
Islamabad,2026-08-15 14:00:00+00:00,29.2,81,0.64
Islamabad,2026-08-15 15:00:00+00:00,28.5,84,1.04
Islamabad,2026-08-15 16:00:00+00:00,28.1,86,1.11
Islamabad,2026-08-15 17:00:00+00:00,27.7,88,0.65
Islamabad,2026-08-15 18:00:00+00:00,27.8,81,2.53
Islamabad,2026-08-15 19:00:00+00:00,27.0,80,1.19
Islamabad,2026-08-15 20:00:00+00:00,26.5,85,0.16
Islamabad,2026-08-15 21:00:00+00:00,25.1,89,2.62
Islamabad,2026-08-15 22:00:00+00:00,24.4,94,1.68
Islamabad,2026-08-15 23:00:00+00:00,24.2,94,2.58
Islamabad,2026-08-16 00:00:00+00:00,24.3,92,2.58
Islamabad,2026-08-16 01:00:00+00:00,24.6,91,1.88
Islamabad,2026-08-16 02:00:00+00:00,25.9,88,1.03
Islamabad,2026-08-16 03:00:00+00:00,27.4,82,0.82
Islamabad,2026-08-16 04:00:00+00:00,28.7,78,1.12
Islamabad,2026-08-16 05:00:00+00:00,29.9,74,1.46
Islamabad,2026-08-16 06:00:00+00:00,30.7,68,2.02
Islamabad,2026-08-16 07:00:00+00:00,31.2,67,1.74
Islamabad,2026-08-16 08:00:00+00:00,31.7,66,1.7
Islamabad,2026-08-16 09:00:00+00:00,31.9,66,1.66
Islamabad,2026-08-16 10:00:00+00:00,29.5,76,2.98
Islamabad,2026-08-16 11:00:00+00:00,28.4,81,1.41
Islamabad,2026-08-16 12:00:00+00:00,31.7,65,2.29
Islamabad,2026-08-16 13:00:00+00:00,30.3,73,2.62
Islamabad,2026-08-16 14:00:00+00:00,29.2,79,2.17
Islamabad,2026-08-16 15:00:00+00:00,28.5,83,2.5
Islamabad,2026-08-16 16:00:00+00:00,27.9,86,2.1
Islamabad,2026-08-16 17:00:00+00:00,27.4,88,1.55
Islamabad,2026-08-16 18:00:00+00:00,28.1,87,2.09
Islamabad,2026-08-16 19:00:00+00:00,27.7,87,2.32
Islamabad,2026-08-16 20:00:00+00:00,27.1,89,1.01
Islamabad,2026-08-16 21:00:00+00:00,27.0,88,1.9
Islamabad,2026-08-16 22:00:00+00:00,25.9,93,0.74
Islamabad,2026-08-16 23:00:00+00:00,23.6,99,3.19
Islamabad,2026-08-17 00:00:00+00:00,23.9,97,2.56
Islamabad,2026-08-17 01:00:00+00:00,24.3,96,1.85
Islamabad,2026-08-17 02:00:00+00:00,25.6,93,1.33
Islamabad,2026-08-17 03:00:00+00:00,27.1,85,0.81
Islamabad,2026-08-17 04:00:00+00:00,28.5,78,1.7
Islamabad,2026-08-17 05:00:00+00:00,27.6,84,0.84
Islamabad,2026-08-17 06:00:00+00:00,29.6,70,2.41
Islamabad,2026-08-17 07:00:00+00:00,30.6,71,1.94
Islamabad,2026-08-17 08:00:00+00:00,31.4,68,1.88
Islamabad,2026-08-17 09:00:00+00:00,31.9,66,1.81
Islamabad,2026-08-17 10:00:00+00:00,29.1,80,2.85
Islamabad,2026-08-17 11:00:00+00:00,29.0,80,2.53
Islamabad,2026-08-17 12:00:00+00:00,28.8,79,2.75
Islamabad,2026-08-17 13:00:00+00:00,28.8,80,2.15
Islamabad,2026-08-17 14:00:00+00:00,27.8,85,2.02
Islamabad,2026-08-17 15:00:00+00:00,27.5,86,1.65
Islamabad,2026-08-17 16:00:00+00:00,27.3,87,1.49
Islamabad,2026-08-17 17:00:00+00:00,27.2,87,1.55
Islamabad,2026-08-17 18:00:00+00:00,27.4,85,2.38
Islamabad,2026-08-17 19:00:00+00:00,26.4,89,1.77
Islamabad,2026-08-17 20:00:00+00:00,26.2,88,1.46
Islamabad,2026-08-17 21:00:00+00:00,26.1,87,1.28
Islamabad,2026-08-17 22:00:00+00:00,25.9,86,1.5
Islamabad,2026-08-17 23:00:00+00:00,25.7,86,1.36
Islamabad,2026-08-18 00:00:00+00:00,24.7,94,2.98
Islamabad,2026-08-18 01:00:00+00:00,24.7,93,1.79
Islamabad,2026-08-18 02:00:00+00:00,25.9,90,1.58
Islamabad,2026-08-18 03:00:00+00:00,27.2,83,1.15
Islamabad,2026-08-18 04:00:00+00:00,27.6,83,1.2
Islamabad,2026-08-18 05:00:00+00:00,28.7,78,1.15
Islamabad,2026-08-18 06:00:00+00:00,27.3,84,1.52
Islamabad,2026-08-18 07:00:00+00:00,29.0,74,2.43
Islamabad,2026-08-18 08:00:00+00:00,29.8,73,2.44
Islamabad,2026-08-18 09:00:00+00:00,30.3,75,2.27
Islamabad,2026-08-18 10:00:00+00:00,30.4,75,2.17
Islamabad,2026-08-18 11:00:00+00:00,29.0,80,2.26
Islamabad,2026-08-18 12:00:00+00:00,27.6,88,1.85
Islamabad,2026-08-18 13:00:00+00:00,27.9,87,2.28
Islamabad,2026-08-18 14:00:00+00:00,27.5,89,2.03
Islamabad,2026-08-18 15:00:00+00:00,27.5,88,2.13
Islamabad,2026-08-18 16:00:00+00:00,27.2,89,1.75
Islamabad,2026-08-18 17:00:00+00:00,26.9,91,2.25
Islamabad,2026-08-18 18:00:00+00:00,26.6,88,2.33
Islamabad,2026-08-18 19:00:00+00:00,26.0,86,2.3
Islamabad,2026-08-18 20:00:00+00:00,24.8,91,1.06
Islamabad,2026-08-18 21:00:00+00:00,23.9,97,2.64
Islamabad,2026-08-18 22:00:00+00:00,23.4,99,2.37
Islamabad,2026-08-18 23:00:00+00:00,23.5,98,1.78
Islamabad,2026-08-19 00:00:00+00:00,24.0,99,3.0
